userId,DiwanLevel,GameLevel,Coins,Water,Oil,Pearls,Daggers,Status,transactionId,purchasedPearls,purchasedItemId,paidAmount,paidAmountUSD,PaidAmount70%,currency,DeviceInfo,Device,country,installAt,Receipt,createdAt (PDT),createdAt (UTC),Time Diffirent CreateAt and InstallAt
31_0f139493-2648-11e4-90c0-22000a4a0686,9,60,1801880,8434305,26112,24,688,Product not in the list,ba.lum.tribalrivals.pearls.medium.ar1420048880922,0,ba.lum.tribalrivals.pearls.medium.ar,19.99,19.99,13.992999999999999,USD,"{""deviceModel"":""iPhone4,1"",""deviceName"":""iPhone"",""deviceType"":""Handheld""}",iPhone 4S,JO,2014-08-17 12:52:46 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""purchase_date_ms"":""1342097675882"", ""original_transaction_id"":""170000029449420"", ""original_purchase_date_ms"":""1342097675882"", ""app_item_id"":""450542233"", ""transaction_id"":""170000029449420"", ""quantity"":""1"", ""bvrs"":""1.4"", ""version_external_identifier"":""9051236"", ""bid"":""com.zeptolab.ctrexperiments"", ""product_id"":""com.zeptolab.ctrbonus.superpower1"", ""purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""original_purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""item_id"":""534185042""}, ""status"":0}",2014-12-31 11:01:50 +0700 PDT,2014-12-31 18:01:50 +0700 UTC,135:22:9:4 (dd:hh:mm:ss)
31_0f139493-2648-11e4-90c0-22000a4a0686,9,60,1801880,8434305,26112,24,688,Product not in the list,ba.lum.tribalrivals.pearls.large.ar1420051554672,0,ba.lum.tribalrivals.pearls.large.ar,49.99,49.99,34.993,USD,"{""deviceModel"":""iPhone4,1"",""deviceName"":""iPhone"",""deviceType"":""Handheld""}",iPhone 4S,JO,2014-08-17 12:52:46 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""purchase_date_ms"":""1342097675882"", ""original_transaction_id"":""170000029449420"", ""original_purchase_date_ms"":""1342097675882"", ""app_item_id"":""450542233"", ""transaction_id"":""170000029449420"", ""quantity"":""1"", ""bvrs"":""1.4"", ""version_external_identifier"":""9051236"", ""bid"":""com.zeptolab.ctrexperiments"", ""product_id"":""com.zeptolab.ctrbonus.superpower1"", ""purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""original_purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""item_id"":""534185042""}, ""status"":0}",2014-12-31 11:02:34 +0700 PDT,2014-12-31 18:02:34 +0700 UTC,135:22:9:48 (dd:hh:mm:ss)
31_9f688135-5b9c-11e4-ad9b-22000a4a0686,9,66,0,476,18423,761,1476,Valid,270000120848212,625,ba.lum.tribalrivals.pearls.xsmall.ar,17.99,4.79,3.3529999999999998,SAR,"{""deviceModel"":""iPhone7,1"",""deviceName"":""‏iPhone الخاص بـ saud"",""deviceType"":""Handheld""}","",SA,2014-10-24 09:41:37 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2014-12-31 10:02:47 America/Los_Angeles"", ""unique_identifier"":""a2466c59d7fcfab663863916c4e4ab37aea4fbe8"", ""original_transaction_id"":""270000120848212"", ""bvrs"":""1.9.33"", ""app_item_id"":""793770655"", ""transaction_id"":""270000120848212"", ""quantity"":""1"", ""unique_vendor_identifier"":""D4201FEF-0295-4C78-A48C-E82AE6E51A60"", ""product_id"":""ba.lum.tribalrivals.pearls.xsmall.ar"", ""item_id"":""808200592"", ""version_external_identifier"":""811422411"", ""bid"":""ba.lum.tribalrivals.arabic"", ""purchase_date_ms"":""1420048967367"", ""purchase_date"":""2014-12-31 18:02:47 Etc/GMT"", ""purchase_date_pst"":""2014-12-31 10:02:47 America/Los_Angeles"", ""original_purchase_date"":""2014-12-31 18:02:47 Etc/GMT"", ""original_purchase_date_ms"":""1420048967367""}, ""status"":0}",2014-12-31 11:02:51 +0700 PDT,2014-12-31 18:02:51 +0700 UTC,68:1:21:14 (dd:hh:mm:ss)
31_f0443222-7665-11e4-ad9b-22000a4a0686,5,22,116547,240343,0,100,258,Product not in the list,"",0,ba.lum.tribalrivals.pearls.medium.ar,19.99,17.24,12.067999999999998,CAD,"{""deviceModel"":""iPhone5,2"",""deviceName"":""user’s iPhone"",""deviceType"":""Handheld""}","iPhone 5 (model A1429, everything else)",AE,2014-11-27 11:48:12 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""purchase_date_ms"":""1342097675882"", ""original_transaction_id"":""170000029449420"", ""original_purchase_date_ms"":""1342097675882"", ""app_item_id"":""450542233"", ""transaction_id"":""170000029449420"", ""quantity"":""1"", ""bvrs"":""1.4"", ""version_external_identifier"":""9051236"", ""bid"":""com.zeptolab.ctrexperiments"", ""product_id"":""com.zeptolab.ctrbonus.superpower1"", ""purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""original_purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""item_id"":""534185042""}, ""status"":0}",2014-12-31 11:05:24 +0700 PDT,2014-12-31 18:05:24 +0700 UTC,33:23:17:12 (dd:hh:mm:ss)
31_f0443222-7665-11e4-ad9b-22000a4a0686,5,22,116547,240343,0,100,258,Product not in the list,"",0,ba.lum.tribalrivals.pearls.medium.ar,19.99,17.24,12.067999999999998,CAD,"{""deviceModel"":""iPhone5,2"",""deviceName"":""user’s iPhone"",""deviceType"":""Handheld""}","iPhone 5 (model A1429, everything else)",AE,2014-11-27 11:48:12 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""purchase_date_ms"":""1342097675882"", ""original_transaction_id"":""170000029449420"", ""original_purchase_date_ms"":""1342097675882"", ""app_item_id"":""450542233"", ""transaction_id"":""170000029449420"", ""quantity"":""1"", ""bvrs"":""1.4"", ""version_external_identifier"":""9051236"", ""bid"":""com.zeptolab.ctrexperiments"", ""product_id"":""com.zeptolab.ctrbonus.superpower1"", ""purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""original_purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""item_id"":""534185042""}, ""status"":0}",2014-12-31 11:05:25 +0700 PDT,2014-12-31 18:05:25 +0700 UTC,33:23:17:13 (dd:hh:mm:ss)
31_f0443222-7665-11e4-ad9b-22000a4a0686,5,22,116547,240343,0,100,258,Product not in the list,"",0,ba.lum.tribalrivals.pearls.medium.ar,19.99,17.24,12.067999999999998,CAD,"{""deviceModel"":""iPhone5,2"",""deviceName"":""user’s iPhone"",""deviceType"":""Handheld""}","iPhone 5 (model A1429, everything else)",AE,2014-11-27 11:48:12 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""purchase_date_ms"":""1342097675882"", ""original_transaction_id"":""170000029449420"", ""original_purchase_date_ms"":""1342097675882"", ""app_item_id"":""450542233"", ""transaction_id"":""170000029449420"", ""quantity"":""1"", ""bvrs"":""1.4"", ""version_external_identifier"":""9051236"", ""bid"":""com.zeptolab.ctrexperiments"", ""product_id"":""com.zeptolab.ctrbonus.superpower1"", ""purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""original_purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""item_id"":""534185042""}, ""status"":0}",2014-12-31 11:05:26 +0700 PDT,2014-12-31 18:05:26 +0700 UTC,33:23:17:14 (dd:hh:mm:ss)
31_73f8a14d-86b2-11e4-ad9b-22000a4a0686,5,17,153419,89709,0,388,120,Product not in the list,03426038-E30B-403C-BD4F-ECDB4B4AA768,0,ba.lum.tribalrivals.pearls.medium.en,74.99,19.98,13.985999999999999,SAR,"{""deviceModel"":""iPad2,5"",""deviceName"":""‏iPad الخاص بـ Mr"",""deviceType"":""Handheld""}",iPad Mini (WiFi),SA,2014-12-18 05:36:13 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""purchase_date_ms"":""1342097675882"", ""original_transaction_id"":""170000029449420"", ""original_purchase_date_ms"":""1342097675882"", ""app_item_id"":""450542233"", ""transaction_id"":""170000029449420"", ""quantity"":""1"", ""bvrs"":""1.4"", ""version_external_identifier"":""9051236"", ""bid"":""com.zeptolab.ctrexperiments"", ""product_id"":""com.zeptolab.ctrbonus.superpower1"", ""purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""original_purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""item_id"":""534185042""}, ""status"":0}",2014-12-31 11:06:18 +0700 PDT,2014-12-31 18:06:18 +0700 UTC,13:5:30:5 (dd:hh:mm:ss)
31_169fcc9e-4e48-11e4-975d-22000a4a0686,9,67,1165580,2614253,22073,493,1355,Valid,70000133882537,8125,ba.lum.tribalrivals.pearls.large.ar,49.99,49.99,34.993,USD,"{""deviceModel"":""iPhone7,1"",""deviceName"":""iPhone"",""deviceType"":""Handheld""}","",KW,2014-10-07 10:33:45 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2014-12-31 10:06:11 America/Los_Angeles"", ""unique_identifier"":""91a8020ba7fa9d5ccfc1ea8ad608a9b6ba98536f"", ""original_transaction_id"":""70000133882537"", ""bvrs"":""1.9.33"", ""app_item_id"":""793770655"", ""transaction_id"":""70000133882537"", ""quantity"":""1"", ""unique_vendor_identifier"":""58DC32F8-5C5B-471D-A458-9655D021548E"", ""product_id"":""ba.lum.tribalrivals.pearls.large.ar"", ""item_id"":""808200706"", ""version_external_identifier"":""811422411"", ""bid"":""ba.lum.tribalrivals.arabic"", ""purchase_date_ms"":""1420049171033"", ""purchase_date"":""2014-12-31 18:06:11 Etc/GMT"", ""purchase_date_pst"":""2014-12-31 10:06:11 America/Los_Angeles"", ""original_purchase_date"":""2014-12-31 18:06:11 Etc/GMT"", ""original_purchase_date_ms"":""1420049171033""}, ""status"":0}",2014-12-31 11:06:18 +0700 PDT,2014-12-31 18:06:18 +0700 UTC,85:0:32:33 (dd:hh:mm:ss)
31_9db7ca0e-27f2-11e4-90c0-22000a4a0686,7,52,111101,136930,3140,464,697,Valid,540000065147972,1500,ba.lum.tribalrivals.pearls.small.ar,9.99,9.99,6.992999999999999,USD,"{""deviceModel"":""iPad2,2"",""deviceName"":""iPad"",""deviceType"":""Handheld""}",iPad 2,SA,2014-08-19 15:46:10 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2014-12-31 10:06:50 America/Los_Angeles"", ""unique_identifier"":""39026a879191bef7d55e4a9d06030fb0b13e1ae5"", ""original_transaction_id"":""540000065147972"", ""bvrs"":""1.9.33"", ""app_item_id"":""793770655"", ""transaction_id"":""540000065147972"", ""quantity"":""1"", ""unique_vendor_identifier"":""0EC610C1-8E93-4047-BA49-D37C6CBC7DF3"", ""product_id"":""ba.lum.tribalrivals.pearls.small.ar"", ""item_id"":""808200600"", ""version_external_identifier"":""811422411"", ""bid"":""ba.lum.tribalrivals.arabic"", ""purchase_date_ms"":""1420049210355"", ""purchase_date"":""2014-12-31 18:06:50 Etc/GMT"", ""purchase_date_pst"":""2014-12-31 10:06:50 America/Los_Angeles"", ""original_purchase_date"":""2014-12-31 18:06:50 Etc/GMT"", ""original_purchase_date_ms"":""1420049210355""}, ""status"":0}",2014-12-31 11:06:54 +0700 PDT,2014-12-31 18:06:54 +0700 UTC,133:19:20:44 (dd:hh:mm:ss)
31_3cd77b2e-9117-11e4-ad9b-22000a4a0686,2,2,3125,2525,0,293,0,Product not in the list,"",0,ba.lum.tribalrivals.pearls.xlarge.ar,369.99,98.56,68.99199999999999,SAR,"{""deviceModel"":""iPad4,7"",""deviceName"":""‏iPad الخاص بـ M a"",""deviceType"":""Handheld""}","",SA,2014-12-31 11:02:51 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""purchase_date_ms"":""1342097675882"", ""original_transaction_id"":""170000029449420"", ""original_purchase_date_ms"":""1342097675882"", ""app_item_id"":""450542233"", ""transaction_id"":""170000029449420"", ""quantity"":""1"", ""bvrs"":""1.4"", ""version_external_identifier"":""9051236"", ""bid"":""com.zeptolab.ctrexperiments"", ""product_id"":""com.zeptolab.ctrbonus.superpower1"", ""purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""original_purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""item_id"":""534185042""}, ""status"":0}",2014-12-31 11:09:46 +0700 PDT,2014-12-31 18:09:46 +0700 UTC,0:0:6:55 (dd:hh:mm:ss)
31_3cd77b2e-9117-11e4-ad9b-22000a4a0686,2,2,3125,2525,0,293,0,Product not in the list,11C040AF-0FBB-4509-AC6E-88FE5E2FA7FD,0,ba.lum.tribalrivals.pearls.xlarge.ar,369.99,98.56,68.99199999999999,SAR,"{""deviceModel"":""iPad4,7"",""deviceName"":""‏iPad الخاص بـ M a"",""deviceType"":""Handheld""}","",SA,2014-12-31 11:02:51 +0700 PDT,"{""receipt"":{""original_purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""purchase_date_ms"":""1342097675882"", ""original_transaction_id"":""170000029449420"", ""original_purchase_date_ms"":""1342097675882"", ""app_item_id"":""450542233"", ""transaction_id"":""170000029449420"", ""quantity"":""1"", ""bvrs"":""1.4"", ""version_external_identifier"":""9051236"", ""bid"":""com.zeptolab.ctrexperiments"", ""product_id"":""com.zeptolab.ctrbonus.superpower1"", ""purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""purchase_date_pst"":""2012-07-12 05:54:35 America/Los_Angeles"", ""original_purchase_date"":""2012-07-12 12:54:35 Etc/GMT"", ""item_id"":""534185042""}, ""status"":0}",2014-12-31 11:09:50 +0700 PDT,2014-12-31 18:09:50 +0700 UTC,0:0:6:59 (dd:hh:mm:ss)
