Start Date	End Date	Duration	Clan Id	Clan Name	Clan Symbol	Member Id	Pearl
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_eb25789a-3140-11e4-90c0-22000a4a0686	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_c7cfdecd-208e-11e4-ad8e-22000a4a0686	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_e214bcda-2b7a-11e4-90c0-22000a4a0686	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_1ffc9aae-2082-11e4-ad8e-22000a4a0686	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_104100a9-192a-11e4-b281-22000ad2b690	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_931f15d9-219e-11e4-ad8e-22000a4a0686	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_cdb0adfa-1e43-11e4-ad8e-22000a4a0686	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_21c1aedf-19bf-11e4-b281-22000ad2b690	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_d5c2225e-3a94-11e4-8fdc-22000a4a0686	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00030470	فرسان الجزيرة	2	31_eef918f5-1bf6-11e4-ad8e-22000a4a0686	2500
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_d366583a-1e86-11e4-ad8e-22000a4a0686	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_44d84c31-2fdb-11e4-90c0-22000a4a0686	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_673763e1-1c04-11e4-ad8e-22000a4a0686	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_abe45246-2bb0-11e4-90c0-22000a4a0686	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_6575c9b7-18fd-11e4-b281-22000ad2b690	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_f9022428-1cfa-11e4-ad8e-22000a4a0686	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_7fea406d-1962-11e4-b281-22000ad2b690	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_4a62049d-2331-11e4-ad8e-22000a4a0686	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_028b05da-1952-11e4-b281-22000ad2b690	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_00026068	تفجير	15	31_21728acc-1bb2-11e4-ad8e-22000a4a0686	1250
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_b59342ef-2013-11e4-ad8e-22000a4a0686	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_57499e6b-1e35-11e4-ad8e-22000a4a0686	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_e221a9c8-22db-11e4-ad8e-22000a4a0686	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_f5aa57c3-224d-11e4-ad8e-22000a4a0686	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_8c4f29d7-1bb6-11e4-ad8e-22000a4a0686	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_1d3c3853-2167-11e4-ad8e-22000a4a0686	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_78ea3254-1e42-11e4-ad8e-22000a4a0686	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_ea54c246-1520-11e4-b281-22000ad2b690	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_3621fd59-2dcf-11e4-90c0-22000a4a0686	750
2014-10-24-16-59-39-EDT	2014-10-24-17-00-00-EDT	20160	31_3130	صعاليك الصحراء	15	31_974a0487-1dca-11e4-ad8e-22000a4a0686	750
