Start Date	End Date	Duration	Clan Id	Clan Name	Clan Symbol	Member Id	Pearl
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_57499e6b-1e35-11e4-ad8e-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_e221a9c8-22db-11e4-ad8e-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_eb25789a-3140-11e4-90c0-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_b59342ef-2013-11e4-ad8e-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_69a9aeab-29c0-11e4-90c0-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_c267b9f4-3931-11e4-8fdc-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_931f15d9-219e-11e4-ad8e-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_63272c80-3224-11e4-90c0-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_78ea3254-1e42-11e4-ad8e-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_cdb0adfa-1e43-11e4-ad8e-22000a4a0686	2500
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_d366583a-1e86-11e4-ad8e-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_5b0f81aa-2b97-11e4-90c0-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_7e35bfa6-5836-11e4-8574-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_17b5e012-26f4-11e4-90c0-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_0a60e020-38e9-11e4-8fdc-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_abe45246-2bb0-11e4-90c0-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_6cbd683f-2709-11e4-90c0-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_1493af51-1a98-11e4-b281-22000ad2b690	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_f777aca7-6cfd-11e4-ad9b-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_8c4f29d7-1bb6-11e4-ad8e-22000a4a0686	1250
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_fdd089cb-1ef5-11e4-ad8e-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_981b1664-293c-11e4-90c0-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_6ae1666d-387c-11e4-90c0-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_ea05d1c7-1cbd-11e4-ad8e-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_a2208cd3-1ed1-11e4-ad8e-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_f3fb0e76-1c8d-11e4-ad8e-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_ee3ba2e5-2c5b-11e4-90c0-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_44844fbe-1e38-11e4-ad8e-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_1b12162a-23b5-11e4-ad8e-22000a4a0686	750
2014-11-21-15-59-39-EST	2014-11-21-16-00-00-EST	20160	31_4148	حيلهم بينهم ههه	16	31_c80ad1a2-1bc2-11e4-ad8e-22000a4a0686	750
