Type	Level	Damage per Second	Hitpoints	Training Cost (Elixir)	Upgrade Cost (Elixir)	Laboratory Level Required	Upgrade Time (hours)	Town Hall Level Required	Regeneration Time (minutes)	Upgrade Cost (Dark Elixir)	Training Cost (Dark Elixir)
1	1	8	45	25							
1	2	11	54	40	50000	1	6				
1	3	14	65	60	150000	3	24				
1	4	18	78	80	500000	5	72				
1	5	23	95	100	1500000	6	120				
1	6	26	110	150	4500000	7	240				
2	1	7	20	50							
2	2	9	23	80	50000	1	12				
2	3	12	28	120	250000	3	48				
2	4	16	33	160	750000	5	72				
2	5	20	40	200	2250000	6	120				
2	6	22	44	300	7500000	7	336				
3	1	11	25	25							
3	2	14	30	40	50000	1	12				
3	3	19	36	60	250000	3	48				
3	4	24	43	80	750000	5	72
3	5	32	52	100	2250000	6	120
4	1	11	300	500			
4	2	14	360	1000	100000	2	12
4	3	19	430	1500	250000	4	48
4	4	24	520	2000	750000	5	72
4	5	31	670	2500	2250000	6	120
4	6	37	800	3000	6000000	7	240
5	1	12	20	1000			
5	2	16	24	1500	100000	2	24
5	3	24	29	2000	250000	4	48
5	4	32	35	2500	750000	5	72
5	5	46	42	3000	2250000	6	120
6	1	25	150	2000			
6	2	32	180	2500	150000	2	24
6	3	48	216	3000	450000	4	48
6	4	72	260	3500	1350000	5	72
6	5	108	310	4000	2500000	6	120
6	6	162	480	4500	6000000	7	240
7	1	50	75	1500			
7	2	70	90	2000	150000	3	24
7	3	90	108	2500	450000	4	48
7	4	125	130	3000	1350000	5	72
7	5	170	156	3500	2500000	6	120
8	1	30	430	7000			
8	2	40	520	10000	750000	5	72
8	3	50	620	13000	2500000	6	120
9	1	140	1900	25000			
9	2	160	2100	30000	2000000	5	168
9	3	180	2300	36000	3000000	6	240
10	1	240	2800	30000			
10	2	270	3100	35000	3000000	6	240
10	3	300	3400	42000	6000000	6	288				
11	1	35	55								6
11	2	38	60			5	120			10000	7
11	3	42	66			6	144			20000	8
11	4	46	72			6	168			30000	9
11	5	50	80			7	240			50000	10
12	1	60	750								100
12	2	66	825			6	240			50000	120
12	3	72	910			7	288			60000	140
12	4	80	1000			7	336			70000	160
13	1	50	300								30
13	2	58	345			5	192			20000	35
13	3	66	400			6	240			30000	40
13	4	76	460			6	288			40000	45
13	5	90	525			7	336			50000	50
14	1	150	1500						60	10000	
14	2	156	1560						66	12500
14	3	162	1622						72	15000
14	4	169	1687						78	17500
14	5	175	1755						84	20000
14	6	182	1825						90	22500
14	7	190	1898						96	25000
14	8	197	1974						102	30000
14	9	205	2053						108	35000
14	10	213	2135						114	40000
14	11	222	2220						120	45000
14	12	231	2309						126	50000
14	13	240	2402						132	55000
14	14	250	2498						138	60000
14	15	260	2598						144	65000
14	16	270	2701						150	70000
14	17	281	2809						156	75000
14	18	292	2922						162	80000
14	19	304	3039						168	85000
14	20	316	3160						174	90000
14	21	329	3287						180	100000
14	22	342	3418						186	110000
14	23	355	3555						192	120000
14	24	370	3697						198	130000
14	25	384	3845						204	140000
14	26	400	3999						210	150000
14	27	416	4159						216	160000
14	28	433	4325						222	170000
14	29	450	4498						228	180000
14	30	468	4678						234	190000
15	1	120	675						60	40000
15	2	125	702						66	45000
15	3	130	730						72	50000
15	4	135	759						78	55000
15	5	140	790						84	60000
15	6	146	821						90	65000
15	7	152	854						96	70000
15	8	158	888						102	75000
15	9	164	924						108	80000
15	10	170	961						114	85000
15	11	178	999						120	90000
15	12	185	1039						126	95000
15	13	192	1081						132	100000
15	14	200	1124						138	105000
15	15	208	1169						144	110000
15	16	216	1215						150	115000
15	17	225	1264						156	120000
15	18	234	1315						162	125000
15	19	243	1368						168	130000
15	20	253	1422						174	135000
15	21	263	1479						180	140000
15	22	274	1538						186	145000
15	23	284	1600						192	150000
15	24	296	1664						198	155000
15	25	307	1730						204	160000
15	26	320	1800						210	165000
15	27	333	1872						216	170000
15	28	346	1946						222	175000
15	29	360	2024						228	180000
15	30	374	2105						234	190000
